ticket_id,created_at,category,channel,priority
1100,2024-01-10 19:00:00,technical,chat,low
1101,2024-01-10 11:00:00,technical,chat,low
1102,2024-01-10 13:00:00,billing,email,medium
1103,2024-01-10 15:00:00,account,chat,low
1104,2024-01-10 01:00:00,general,email,high
1105,2024-01-10 19:00:00,technical,email,high
1106,2024-01-10 18:00:00,billing,phone,high
1107,2024-01-10 11:00:00,technical,chat,medium
1108,2024-01-10 10:00:00,technical,phone,high
1109,2024-01-10 08:00:00,technical,chat,high
1110,2024-01-10 11:00:00,general,email,low
1111,2024-01-10 01:00:00,billing,email,low
1112,2024-01-10 18:00:00,general,chat,medium
1113,2024-01-10 01:00:00,account,email,low
1114,2024-01-10 09:00:00,account,phone,low
1115,2024-01-10 21:00:00,technical,phone,high
1116,2024-01-10 15:00:00,account,phone,low
1117,2024-01-10 09:00:00,account,email,high
1118,2024-01-10 08:00:00,technical,phone,medium
1119,2024-01-10 00:00:00,account,phone,low
1120,2024-01-10 14:00:00,technical,chat,medium
1121,2024-01-10 01:00:00,billing,email,medium
1122,2024-01-10 12:00:00,billing,phone,low
1123,2024-01-10 22:00:00,account,chat,low
1124,2024-01-10 04:00:00,general,phone,medium
1125,2024-01-10 19:00:00,account,phone,high
1126,2024-01-10 23:00:00,technical,chat,low
1127,2024-01-10 02:00:00,billing,phone,low
1128,2024-01-10 19:00:00,billing,chat,low
1129,2024-01-10 12:00:00,billing,email,medium
1130,2024-01-10 20:00:00,account,phone,high
1131,2024-01-10 12:00:00,general,chat,high
1132,2024-01-10 14:00:00,general,email,high
1133,2024-01-10 12:00:00,technical,chat,low
1134,2024-01-10 18:00:00,account,email,high
1135,2024-01-10 15:00:00,technical,email,high
1136,2024-01-10 12:00:00,account,chat,high
1137,2024-01-10 18:00:00,billing,chat,high
1138,2024-01-10 08:00:00,general,phone,low
1139,2024-01-10 06:00:00,billing,email,low
1140,2024-01-10 06:00:00,general,email,medium
1141,2024-01-10 09:00:00,billing,chat,high
1142,2024-01-10 08:00:00,technical,email,low
1143,2024-01-10 21:00:00,technical,phone,low
1144,2024-01-10 04:00:00,technical,chat,medium
1145,2024-01-10 14:00:00,account,email,medium
1146,2024-01-10 07:00:00,technical,phone,medium
1147,2024-01-10 19:00:00,billing,email,medium
1148,2024-01-10 22:00:00,general,chat,high
1149,2024-01-10 11:00:00,billing,chat,high
1150,2024-01-10 19:00:00,billing,chat,medium
1151,2024-01-10 00:00:00,account,email,medium
1152,2024-01-10 16:00:00,technical,chat,low
1153,2024-01-10 08:00:00,account,email,high
1154,2024-01-10 20:00:00,billing,email,high
1155,2024-01-10 00:00:00,billing,email,low
1156,2024-01-10 12:00:00,technical,email,medium
1157,2024-01-10 15:00:00,account,chat,low
1158,2024-01-10 08:00:00,technical,email,high
1159,2024-01-10 07:00:00,general,email,medium
1160,2024-01-10 03:00:00,technical,chat,high
1161,2024-01-10 09:00:00,account,chat,low
1162,2024-01-10 12:00:00,account,email,high
1163,2024-01-10 04:00:00,billing,email,low
1164,2024-01-10 10:00:00,billing,chat,low
1165,2024-01-10 00:00:00,general,chat,medium
1166,2024-01-10 16:00:00,account,email,high
1167,2024-01-10 05:00:00,general,email,medium
1168,2024-01-10 09:00:00,technical,chat,high
1169,2024-01-10 00:00:00,account,phone,high
1170,2024-01-10 11:00:00,technical,chat,medium
1171,2024-01-10 17:00:00,general,email,high
1172,2024-01-10 10:00:00,technical,email,low
1173,2024-01-10 07:00:00,general,email,low
1174,2024-01-10 15:00:00,account,phone,high
1175,2024-01-10 15:00:00,billing,chat,low
1176,2024-01-10 06:00:00,general,phone,high
1177,2024-01-10 15:00:00,account,email,low
1178,2024-01-10 21:00:00,technical,chat,medium
1179,2024-01-10 06:00:00,billing,email,high
1180,2024-01-10 15:00:00,account,email,low
1181,2024-01-10 14:00:00,technical,phone,medium
1182,2024-01-10 11:00:00,account,chat,high
1183,2024-01-10 02:00:00,billing,phone,low
1184,2024-01-10 02:00:00,technical,phone,medium
1185,2024-01-10 18:00:00,billing,phone,high
1186,2024-01-10 23:00:00,billing,chat,high
1187,2024-01-10 14:00:00,technical,email,medium
1188,2024-01-10 11:00:00,account,chat,medium
1189,2024-01-10 13:00:00,account,chat,medium
1190,2024-01-10 13:00:00,account,email,low
1191,2024-01-10 10:00:00,technical,email,high
1192,2024-01-10 02:00:00,billing,email,low
1193,2024-01-10 16:00:00,technical,chat,medium
1194,2024-01-11 16:00:00,account,chat,low
1195,2024-01-11 08:00:00,account,email,medium
1196,2024-01-11 00:00:00,account,chat,medium
1197,2024-01-11 06:00:00,billing,email,low
1198,2024-01-11 11:00:00,account,phone,high
1199,2024-01-11 21:00:00,billing,email,medium
1200,2024-01-11 04:00:00,technical,email,high
1201,2024-01-11 18:00:00,technical,chat,medium
1202,2024-01-11 12:00:00,billing,phone,medium
1203,2024-01-11 17:00:00,account,email,low
1204,2024-01-11 09:00:00,general,chat,high
1205,2024-01-11 17:00:00,technical,email,medium
1206,2024-01-11 15:00:00,billing,email,low
1207,2024-01-11 08:00:00,billing,email,low
1208,2024-01-11 05:00:00,technical,email,medium
1209,2024-01-11 18:00:00,account,phone,high
1210,2024-01-11 22:00:00,billing,phone,high
1211,2024-01-11 01:00:00,account,email,low
1212,2024-01-11 15:00:00,billing,email,high
1213,2024-01-11 20:00:00,general,email,low
1214,2024-01-11 18:00:00,account,email,low
1215,2024-01-11 22:00:00,general,email,low
1216,2024-01-11 15:00:00,general,phone,medium
1217,2024-01-11 11:00:00,general,email,medium
1218,2024-01-11 09:00:00,general,email,medium
1219,2024-01-11 09:00:00,technical,email,medium
1220,2024-01-11 14:00:00,account,chat,low
1221,2024-01-11 15:00:00,billing,phone,high
1222,2024-01-11 08:00:00,technical,phone,medium
1223,2024-01-11 18:00:00,general,chat,high
1224,2024-01-11 14:00:00,general,email,low
1225,2024-01-11 12:00:00,account,chat,low
1226,2024-01-11 11:00:00,general,email,high
1227,2024-01-11 12:00:00,technical,phone,high
1228,2024-01-11 06:00:00,billing,chat,high
1229,2024-01-11 08:00:00,account,chat,high
1230,2024-01-11 03:00:00,general,chat,high
1231,2024-01-11 06:00:00,account,chat,medium
1232,2024-01-11 11:00:00,technical,email,medium
1233,2024-01-11 12:00:00,technical,email,medium
1234,2024-01-11 00:00:00,billing,chat,high
1235,2024-01-11 15:00:00,account,phone,low
1236,2024-01-11 09:00:00,technical,email,low
1237,2024-01-11 20:00:00,technical,chat,high
1238,2024-01-11 22:00:00,billing,email,high
1239,2024-01-11 07:00:00,general,chat,low
1240,2024-01-11 11:00:00,technical,email,high
1241,2024-01-11 00:00:00,account,phone,high
1242,2024-01-11 13:00:00,account,phone,low
1243,2024-01-11 13:00:00,account,phone,high
1244,2024-01-11 08:00:00,technical,phone,low
1245,2024-01-11 12:00:00,general,phone,medium
1246,2024-01-11 08:00:00,technical,chat,low
1247,2024-01-11 06:00:00,billing,email,low
1248,2024-01-11 14:00:00,technical,email,high
1249,2024-01-11 09:00:00,general,email,medium
1250,2024-01-11 13:00:00,technical,email,medium
1251,2024-01-11 11:00:00,technical,chat,low
1252,2024-01-11 23:00:00,billing,email,high
1253,2024-01-11 05:00:00,technical,email,high
1254,2024-01-11 11:00:00,account,email,medium
1255,2024-01-11 14:00:00,general,phone,low
1256,2024-01-11 10:00:00,account,chat,medium
1257,2024-01-11 22:00:00,technical,email,high
1258,2024-01-11 14:00:00,general,phone,medium
1259,2024-01-11 14:00:00,account,email,high
1260,2024-01-11 15:00:00,account,email,high
1261,2024-01-11 22:00:00,technical,chat,medium
1262,2024-01-11 20:00:00,account,email,low
1263,2024-01-11 14:00:00,billing,phone,high
1264,2024-01-11 15:00:00,general,phone,low
1265,2024-01-11 05:00:00,technical,phone,medium
1266,2024-01-11 04:00:00,technical,phone,high
1267,2024-01-11 12:00:00,billing,chat,low
1268,2024-01-11 00:00:00,account,phone,low
1269,2024-01-11 11:00:00,technical,chat,medium
1270,2024-01-11 08:00:00,technical,phone,low
1271,2024-01-11 09:00:00,account,chat,low
1272,2024-01-11 15:00:00,account,email,low
1273,2024-01-11 21:00:00,billing,chat,medium
1274,2024-01-11 02:00:00,billing,phone,low
1275,2024-01-11 12:00:00,billing,chat,medium
1276,2024-01-11 19:00:00,general,email,medium
1277,2024-01-11 03:00:00,general,chat,medium
1278,2024-01-11 16:00:00,general,email,medium
1279,2024-01-11 10:00:00,technical,email,medium
1280,2024-01-11 09:00:00,billing,email,medium
1281,2024-01-11 23:00:00,billing,chat,medium
1282,2024-01-11 08:00:00,billing,email,medium
1283,2024-01-11 14:00:00,technical,chat,low
1284,2024-01-11 16:00:00,billing,phone,low
1285,2024-01-11 01:00:00,account,phone,high
1286,2024-01-11 14:00:00,general,phone,low
1287,2024-01-11 22:00:00,general,phone,low
1288,2024-01-11 04:00:00,general,email,low
1289,2024-01-11 19:00:00,billing,chat,low
1290,2024-01-11 13:00:00,technical,chat,high
1291,2024-01-11 13:00:00,account,phone,medium
1292,2024-01-11 13:00:00,account,email,low
1293,2024-01-11 09:00:00,billing,chat,high
1294,2024-01-11 21:00:00,general,email,low
1295,2024-01-11 21:00:00,account,email,medium
1296,2024-01-11 13:00:00,billing,chat,high
1297,2024-01-11 15:00:00,general,email,low
1298,2024-01-11 13:00:00,billing,email,low
1299,2024-01-11 11:00:00,account,email,medium
1300,2024-01-11 14:00:00,billing,chat,medium
1301,2024-01-11 12:00:00,general,chat,high
1302,2024-01-11 13:00:00,account,email,high
1303,2024-01-11 15:00:00,general,email,medium
1304,2024-01-11 11:00:00,general,chat,low
1305,2024-01-11 01:00:00,general,email,medium
1306,2024-01-11 06:00:00,general,chat,medium
1307,2024-01-11 11:00:00,technical,chat,high
1308,2024-01-12 02:00:00,billing,email,high
1309,2024-01-12 08:00:00,billing,email,high
1310,2024-01-12 06:00:00,account,phone,medium
1311,2024-01-12 18:00:00,technical,phone,low
1312,2024-01-12 08:00:00,general,phone,medium
1313,2024-01-12 23:00:00,general,phone,low
1314,2024-01-12 09:00:00,general,chat,low
1315,2024-01-12 07:00:00,general,phone,low
1316,2024-01-12 15:00:00,technical,email,medium
1317,2024-01-12 14:00:00,technical,email,low
1318,2024-01-12 11:00:00,technical,email,low
1319,2024-01-12 12:00:00,general,email,high
1320,2024-01-12 14:00:00,general,email,high
1321,2024-01-12 08:00:00,technical,phone,medium
1322,2024-01-12 23:00:00,account,phone,low
1323,2024-01-12 22:00:00,billing,chat,high
1324,2024-01-12 14:00:00,general,phone,medium
1325,2024-01-12 07:00:00,account,phone,medium
1326,2024-01-12 14:00:00,billing,phone,high
1327,2024-01-12 02:00:00,general,email,medium
1328,2024-01-12 01:00:00,technical,email,high
1329,2024-01-12 08:00:00,billing,email,high
1330,2024-01-12 11:00:00,billing,chat,high
1331,2024-01-12 18:00:00,account,chat,medium
1332,2024-01-12 15:00:00,general,phone,medium
1333,2024-01-12 15:00:00,general,email,low
1334,2024-01-12 11:00:00,account,chat,low
1335,2024-01-12 09:00:00,general,email,medium
1336,2024-01-12 10:00:00,account,phone,low
1337,2024-01-12 23:00:00,billing,phone,medium
1338,2024-01-12 01:00:00,account,chat,low
1339,2024-01-12 18:00:00,account,chat,medium
1340,2024-01-12 13:00:00,account,chat,high
1341,2024-01-12 11:00:00,billing,email,low
1342,2024-01-12 15:00:00,account,phone,medium
1343,2024-01-12 11:00:00,account,chat,high
1344,2024-01-12 18:00:00,general,phone,high
1345,2024-01-12 20:00:00,billing,email,medium
1346,2024-01-12 10:00:00,technical,chat,high
1347,2024-01-12 09:00:00,general,phone,medium
1348,2024-01-12 13:00:00,billing,phone,low
1349,2024-01-12 20:00:00,billing,chat,high
1350,2024-01-12 08:00:00,general,email,high
1351,2024-01-12 13:00:00,billing,email,low
1352,2024-01-12 13:00:00,technical,email,low
1353,2024-01-12 15:00:00,billing,chat,low
1354,2024-01-12 05:00:00,account,phone,low
1355,2024-01-12 14:00:00,account,chat,medium
1356,2024-01-12 20:00:00,general,phone,low
1357,2024-01-12 07:00:00,billing,email,medium
1358,2024-01-12 08:00:00,general,phone,medium
1359,2024-01-12 22:00:00,technical,chat,high
1360,2024-01-12 07:00:00,account,chat,low
1361,2024-01-12 18:00:00,account,phone,high
1362,2024-01-12 11:00:00,billing,chat,low
1363,2024-01-12 08:00:00,general,email,low
1364,2024-01-12 18:00:00,technical,email,high
1365,2024-01-12 11:00:00,technical,phone,low
1366,2024-01-12 12:00:00,account,phone,medium
1367,2024-01-12 10:00:00,billing,phone,low
1368,2024-01-12 13:00:00,general,email,high
1369,2024-01-12 06:00:00,technical,phone,low
1370,2024-01-12 10:00:00,technical,chat,high
1371,2024-01-12 22:00:00,account,phone,high
1372,2024-01-12 08:00:00,account,chat,medium
1373,2024-01-12 14:00:00,account,chat,medium
1374,2024-01-12 09:00:00,technical,chat,medium
1375,2024-01-12 15:00:00,general,phone,low
1376,2024-01-12 05:00:00,billing,phone,high
1377,2024-01-12 22:00:00,account,phone,high
1378,2024-01-12 11:00:00,account,chat,high
1379,2024-01-12 08:00:00,billing,chat,low
1380,2024-01-12 02:00:00,account,chat,high
1381,2024-01-12 06:00:00,account,chat,medium
1382,2024-01-12 12:00:00,account,email,low
1383,2024-01-12 09:00:00,technical,email,high
1384,2024-01-12 17:00:00,general,phone,medium
1385,2024-01-12 11:00:00,technical,phone,low
1386,2024-01-12 08:00:00,general,chat,medium
1387,2024-01-12 13:00:00,general,chat,medium
1388,2024-01-12 14:00:00,billing,phone,high
1389,2024-01-12 06:00:00,technical,chat,high
1390,2024-01-12 06:00:00,technical,phone,high
1391,2024-01-12 01:00:00,general,phone,medium
1392,2024-01-12 15:00:00,account,email,high
1393,2024-01-12 14:00:00,technical,chat,low
1394,2024-01-12 11:00:00,general,email,high
1395,2024-01-12 17:00:00,account,phone,high
1396,2024-01-12 16:00:00,technical,phone,medium
1397,2024-01-12 13:00:00,billing,email,medium
1398,2024-01-12 18:00:00,technical,phone,medium
1399,2024-01-12 08:00:00,general,chat,medium
1400,2024-01-12 04:00:00,account,phone,medium
1401,2024-01-12 08:00:00,general,email,medium
1402,2024-01-12 02:00:00,billing,phone,high
1403,2024-01-12 12:00:00,billing,chat,low
1404,2024-01-12 21:00:00,billing,phone,medium
1405,2024-01-12 01:00:00,account,chat,low
1406,2024-01-12 04:00:00,technical,email,low
1407,2024-01-12 11:00:00,account,chat,high
1408,2024-01-12 21:00:00,general,email,medium
1409,2024-01-12 09:00:00,technical,email,medium
1410,2024-01-12 12:00:00,account,phone,low
1411,2024-01-12 01:00:00,account,phone,low
1412,2024-01-12 05:00:00,billing,chat,medium
1413,2024-01-12 23:00:00,technical,email,high
1414,2024-01-12 22:00:00,technical,chat,low
1415,2024-01-12 00:00:00,technical,phone,medium
1416,2024-01-12 22:00:00,general,chat,medium
1417,2024-01-12 13:00:00,general,chat,low
1418,2024-01-12 18:00:00,billing,phone,low
1419,2024-01-12 11:00:00,account,email,medium
1420,2024-01-12 12:00:00,technical,email,high
1421,2024-01-12 11:00:00,billing,phone,high
1422,2024-01-12 14:00:00,technical,email,high
1423,2024-01-12 05:00:00,account,chat,low
1424,2024-01-12 01:00:00,billing,chat,high
1425,2024-01-13 21:00:00,account,email,low
1426,2024-01-13 15:00:00,billing,chat,medium
1427,2024-01-13 06:00:00,general,phone,high
1428,2024-01-13 07:00:00,account,chat,high
1429,2024-01-13 15:00:00,technical,chat,medium
1430,2024-01-13 06:00:00,account,email,low
1431,2024-01-13 08:00:00,general,email,low
1432,2024-01-13 22:00:00,technical,phone,low
1433,2024-01-13 08:00:00,technical,phone,low
1434,2024-01-13 14:00:00,technical,email,medium
1435,2024-01-13 23:00:00,billing,chat,high
1436,2024-01-13 10:00:00,account,phone,high
1437,2024-01-13 00:00:00,billing,phone,low
1438,2024-01-13 08:00:00,billing,phone,low
1439,2024-01-13 17:00:00,billing,phone,low
1440,2024-01-13 18:00:00,general,chat,medium
1441,2024-01-13 15:00:00,billing,phone,medium
1442,2024-01-13 04:00:00,general,phone,low
1443,2024-01-13 15:00:00,technical,phone,high
1444,2024-01-13 20:00:00,billing,chat,medium
1445,2024-01-13 13:00:00,billing,phone,high
1446,2024-01-13 21:00:00,account,phone,high
1447,2024-01-13 17:00:00,technical,chat,low
1448,2024-01-13 14:00:00,billing,chat,low
1449,2024-01-13 13:00:00,billing,chat,low
1450,2024-01-13 09:00:00,technical,chat,high
1451,2024-01-13 06:00:00,technical,chat,high
1452,2024-01-13 13:00:00,general,chat,low
1453,2024-01-13 09:00:00,billing,phone,medium
1454,2024-01-13 18:00:00,technical,phone,medium
1455,2024-01-13 23:00:00,account,email,low
1456,2024-01-13 15:00:00,billing,phone,low
1457,2024-01-13 03:00:00,billing,phone,high
1458,2024-01-13 09:00:00,general,email,low
1459,2024-01-13 04:00:00,billing,phone,high
1460,2024-01-13 14:00:00,billing,chat,high
1461,2024-01-13 15:00:00,technical,chat,medium
1462,2024-01-13 21:00:00,account,chat,low
1463,2024-01-13 11:00:00,billing,email,low
1464,2024-01-13 20:00:00,account,chat,high
1465,2024-01-13 19:00:00,account,chat,high
1466,2024-01-13 09:00:00,billing,email,low
1467,2024-01-13 18:00:00,billing,email,high
1468,2024-01-13 10:00:00,technical,chat,medium
1469,2024-01-13 09:00:00,general,phone,medium
1470,2024-01-13 13:00:00,billing,chat,medium
1471,2024-01-13 09:00:00,technical,email,medium
1472,2024-01-13 13:00:00,general,chat,medium
1473,2024-01-13 13:00:00,general,phone,medium
1474,2024-01-13 12:00:00,general,phone,low
1475,2024-01-13 10:00:00,billing,email,high
1476,2024-01-13 12:00:00,billing,email,low
1477,2024-01-13 13:00:00,general,phone,medium
1478,2024-01-13 12:00:00,general,email,high
1479,2024-01-13 11:00:00,general,chat,high
1480,2024-01-13 00:00:00,billing,phone,high
1481,2024-01-13 13:00:00,technical,chat,medium
1482,2024-01-13 06:00:00,billing,chat,medium
1483,2024-01-13 13:00:00,billing,email,medium
1484,2024-01-13 15:00:00,account,email,high
1485,2024-01-13 12:00:00,technical,phone,medium
1486,2024-01-13 12:00:00,billing,chat,high
1487,2024-01-13 22:00:00,technical,chat,medium
1488,2024-01-13 17:00:00,general,email,high
1489,2024-01-13 20:00:00,billing,email,high
1490,2024-01-13 16:00:00,technical,phone,medium
1491,2024-01-13 04:00:00,general,email,low
1492,2024-01-13 05:00:00,general,chat,low
1493,2024-01-13 12:00:00,account,chat,low
1494,2024-01-13 08:00:00,technical,phone,high
1495,2024-01-13 11:00:00,general,chat,low
1496,2024-01-13 10:00:00,billing,chat,medium
1497,2024-01-13 12:00:00,general,email,medium
1498,2024-01-13 15:00:00,general,chat,low
1499,2024-01-13 14:00:00,general,phone,high
1500,2024-01-13 12:00:00,billing,email,medium
1501,2024-01-13 16:00:00,general,email,high
1502,2024-01-13 11:00:00,billing,email,high
1503,2024-01-13 19:00:00,account,phone,high
1504,2024-01-13 02:00:00,technical,phone,high
1505,2024-01-13 22:00:00,general,chat,medium
1506,2024-01-13 14:00:00,billing,email,medium
1507,2024-01-13 10:00:00,account,phone,high
1508,2024-01-13 07:00:00,general,phone,high
1509,2024-01-13 11:00:00,account,phone,medium
1510,2024-01-13 07:00:00,billing,email,high
1511,2024-01-13 06:00:00,technical,email,medium
1512,2024-01-13 13:00:00,account,phone,medium
1513,2024-01-13 12:00:00,account,phone,low
1514,2024-01-13 14:00:00,billing,email,medium
1515,2024-01-13 21:00:00,technical,phone,high
1516,2024-01-13 12:00:00,general,email,medium
1517,2024-01-13 13:00:00,technical,email,low
1518,2024-01-13 03:00:00,general,email,medium
1519,2024-01-13 14:00:00,technical,phone,medium
1520,2024-01-13 10:00:00,billing,chat,low
1521,2024-01-13 23:00:00,billing,chat,medium
1522,2024-01-13 16:00:00,technical,chat,low
1523,2024-01-13 12:00:00,billing,phone,medium
1524,2024-01-13 04:00:00,general,phone,low
1525,2024-01-13 18:00:00,technical,phone,low
1526,2024-01-13 15:00:00,billing,chat,high
1527,2024-01-13 07:00:00,account,phone,medium
1528,2024-01-13 09:00:00,general,phone,high
1529,2024-01-13 15:00:00,technical,chat,medium
1530,2024-01-13 07:00:00,account,chat,medium
1531,2024-01-13 20:00:00,technical,email,medium
1532,2024-01-13 10:00:00,account,phone,high
1533,2024-01-13 03:00:00,account,phone,high
1534,2024-01-13 16:00:00,technical,email,low
1535,2024-01-13 10:00:00,account,phone,medium
1536,2024-01-13 12:00:00,technical,phone,high
1537,2024-01-13 04:00:00,technical,phone,high
1538,2024-01-13 00:00:00,account,phone,low
1539,2024-01-13 13:00:00,account,phone,medium
1540,2024-01-14 19:00:00,general,phone,high
1541,2024-01-14 08:00:00,account,chat,low
1542,2024-01-14 08:00:00,billing,email,medium
1543,2024-01-14 13:00:00,technical,email,high
1544,2024-01-14 10:00:00,billing,email,medium
1545,2024-01-14 17:00:00,technical,chat,high
1546,2024-01-14 20:00:00,account,email,low
1547,2024-01-14 10:00:00,account,email,high
1548,2024-01-14 08:00:00,billing,chat,medium
1549,2024-01-14 15:00:00,billing,phone,high
1550,2024-01-14 08:00:00,technical,phone,high
1551,2024-01-14 16:00:00,general,email,high
1552,2024-01-14 10:00:00,account,phone,high
1553,2024-01-14 14:00:00,billing,chat,medium
1554,2024-01-14 03:00:00,general,phone,medium
1555,2024-01-14 13:00:00,billing,email,high
1556,2024-01-14 11:00:00,account,email,high
1557,2024-01-14 13:00:00,general,email,high
1558,2024-01-14 06:00:00,account,phone,high
1559,2024-01-14 15:00:00,technical,phone,low
1560,2024-01-14 18:00:00,account,chat,low
1561,2024-01-14 08:00:00,billing,email,low
1562,2024-01-14 03:00:00,billing,chat,low
1563,2024-01-14 00:00:00,general,chat,high
1564,2024-01-14 13:00:00,account,email,low
1565,2024-01-14 13:00:00,account,email,medium
1566,2024-01-14 12:00:00,general,phone,low
1567,2024-01-14 08:00:00,billing,email,medium
1568,2024-01-14 10:00:00,billing,phone,high
1569,2024-01-14 13:00:00,account,chat,high
1570,2024-01-14 11:00:00,account,email,high
1571,2024-01-14 23:00:00,account,phone,low
1572,2024-01-14 05:00:00,technical,phone,low
1573,2024-01-14 14:00:00,technical,chat,high
1574,2024-01-14 10:00:00,general,email,medium
1575,2024-01-14 11:00:00,technical,email,high
1576,2024-01-14 14:00:00,account,chat,medium
1577,2024-01-14 14:00:00,account,email,high
1578,2024-01-14 23:00:00,general,phone,high
1579,2024-01-14 05:00:00,billing,email,high
1580,2024-01-14 04:00:00,account,chat,low
1581,2024-01-14 14:00:00,technical,email,high
1582,2024-01-14 13:00:00,account,chat,low
1583,2024-01-14 08:00:00,general,chat,high
1584,2024-01-14 03:00:00,account,email,high
1585,2024-01-14 03:00:00,account,phone,high
1586,2024-01-14 19:00:00,general,chat,low
1587,2024-01-14 07:00:00,account,phone,low
1588,2024-01-14 09:00:00,account,phone,low
1589,2024-01-14 08:00:00,billing,email,high
1590,2024-01-14 10:00:00,billing,phone,low
1591,2024-01-14 02:00:00,technical,phone,high
1592,2024-01-14 12:00:00,technical,phone,medium
1593,2024-01-14 02:00:00,billing,email,high
1594,2024-01-14 16:00:00,general,phone,low
1595,2024-01-14 08:00:00,technical,email,medium
1596,2024-01-14 12:00:00,account,email,low
1597,2024-01-14 19:00:00,billing,email,low
1598,2024-01-14 14:00:00,account,phone,low
1599,2024-01-14 12:00:00,technical,chat,medium
1600,2024-01-14 09:00:00,general,chat,high
1601,2024-01-14 09:00:00,general,chat,medium
1602,2024-01-14 14:00:00,billing,chat,high
1603,2024-01-14 23:00:00,billing,phone,low
1604,2024-01-14 14:00:00,billing,phone,high
1605,2024-01-14 12:00:00,billing,phone,low
1606,2024-01-14 15:00:00,account,phone,low
1607,2024-01-14 11:00:00,account,phone,medium
1608,2024-01-14 02:00:00,billing,chat,medium
1609,2024-01-14 12:00:00,general,chat,high
1610,2024-01-14 22:00:00,billing,chat,low
1611,2024-01-14 07:00:00,technical,email,high
1612,2024-01-14 14:00:00,general,phone,medium
1613,2024-01-14 08:00:00,technical,chat,high
1614,2024-01-14 12:00:00,account,email,high
1615,2024-01-14 03:00:00,technical,email,low
1616,2024-01-14 11:00:00,billing,phone,high
1617,2024-01-14 15:00:00,general,phone,high
1618,2024-01-14 09:00:00,billing,chat,low
1619,2024-01-14 14:00:00,account,email,medium
1620,2024-01-14 15:00:00,technical,email,low
1621,2024-01-14 21:00:00,technical,phone,medium
1622,2024-01-14 08:00:00,technical,email,low
1623,2024-01-14 10:00:00,billing,phone,medium
1624,2024-01-14 06:00:00,billing,chat,high
1625,2024-01-14 23:00:00,billing,chat,low
1626,2024-01-14 21:00:00,technical,phone,high
1627,2024-01-14 12:00:00,general,chat,medium
1628,2024-01-14 17:00:00,technical,phone,high
1629,2024-01-14 12:00:00,technical,email,medium
1630,2024-01-14 13:00:00,billing,email,medium
1631,2024-01-14 03:00:00,general,chat,medium
1632,2024-01-14 15:00:00,account,phone,high
1633,2024-01-14 05:00:00,technical,phone,high
1634,2024-01-14 17:00:00,account,chat,medium
1635,2024-01-14 15:00:00,technical,email,medium
1636,2024-01-14 14:00:00,technical,email,high
1637,2024-01-14 01:00:00,general,chat,medium
1638,2024-01-14 09:00:00,technical,phone,high
1639,2024-01-14 08:00:00,account,chat,medium
1640,2024-01-14 10:00:00,general,chat,medium
1641,2024-01-14 03:00:00,general,phone,low
1642,2024-01-14 21:00:00,technical,phone,high
1643,2024-01-14 12:00:00,billing,chat,low
1644,2024-01-14 09:00:00,technical,chat,high
1645,2024-01-14 10:00:00,billing,phone,low
1646,2024-01-14 11:00:00,billing,phone,high
1647,2024-01-14 13:00:00,billing,phone,high
1648,2024-01-14 12:00:00,general,phone,low
1649,2024-01-14 20:00:00,billing,phone,medium
1650,2024-01-14 11:00:00,general,phone,low
1651,2024-01-14 23:00:00,account,chat,low
1652,2024-01-14 18:00:00,account,email,medium
1653,2024-01-14 08:00:00,billing,chat,medium
1654,2024-01-14 21:00:00,billing,phone,low
1655,2024-01-14 04:00:00,technical,phone,low
1656,2024-01-14 16:00:00,general,email,low
1657,2024-01-14 10:00:00,technical,phone,high
1658,2024-01-14 19:00:00,general,chat,low
1659,2024-01-14 18:00:00,technical,chat,low
1660,2024-01-15 05:00:00,billing,chat,medium
1661,2024-01-15 08:00:00,technical,email,high
1662,2024-01-15 16:00:00,technical,phone,medium
1663,2024-01-15 09:00:00,general,chat,medium
1664,2024-01-15 00:00:00,billing,email,high
1665,2024-01-15 06:00:00,account,email,high
1666,2024-01-15 08:00:00,account,phone,medium
1667,2024-01-15 22:00:00,technical,chat,high
1668,2024-01-15 12:00:00,general,chat,high
1669,2024-01-15 21:00:00,billing,phone,medium
1670,2024-01-15 13:00:00,general,email,high
1671,2024-01-15 11:00:00,general,chat,medium
1672,2024-01-15 09:00:00,general,chat,high
1673,2024-01-15 13:00:00,billing,phone,low
1674,2024-01-15 05:00:00,general,email,low
1675,2024-01-15 19:00:00,billing,phone,high
1676,2024-01-15 17:00:00,account,email,low
1677,2024-01-15 09:00:00,technical,email,medium
1678,2024-01-15 22:00:00,billing,phone,low
1679,2024-01-15 17:00:00,general,chat,high
1680,2024-01-15 14:00:00,billing,chat,high
1681,2024-01-15 04:00:00,general,chat,low
1682,2024-01-15 11:00:00,technical,phone,medium
1683,2024-01-15 12:00:00,billing,email,low
1684,2024-01-15 08:00:00,technical,phone,high
1685,2024-01-15 03:00:00,technical,email,high
1686,2024-01-15 15:00:00,billing,phone,low
1687,2024-01-15 04:00:00,billing,email,medium
1688,2024-01-15 13:00:00,technical,phone,medium
1689,2024-01-15 21:00:00,billing,phone,high
1690,2024-01-15 19:00:00,account,email,low
1691,2024-01-15 09:00:00,general,phone,medium
1692,2024-01-15 18:00:00,general,email,low
1693,2024-01-15 00:00:00,general,phone,low
